Area,School_Type,Total_School,Total_People,Male,Femal,Year
"Münster, kreisfreie Stadt",Realschulen,6.0,3220.0,1490.0,595.0,2020
"Borken, Kreis",Realschulen,8.0,4580.0,2520.0,355.0,2020
"Coesfeld, Kreis",Realschulen,5.0,2650.0,1280.0,165.0,2020
"Recklinghausen, Kreis",Realschulen,18.0,9685.0,4745.0,830.0,2020
"Steinfurt, Kreis",Realschulen,15.0,6675.0,3165.0,400.0,2020
"Warendorf, Kreis",Realschulen,2.0,1225.0,620.0,30.0,2020
"Bielefeld, kreisfreie Stadt",Realschulen,10.0,5920.0,2795.0,1150.0,2020
"Gütersloh, Kreis",Realschulen,5.0,2930.0,1325.0,575.0,2020
"Herford, Kreis",Realschulen,9.0,4535.0,2215.0,420.0,2020
"Höxter, Kreis",Realschulen,4.0,1680.0,810.0,80.0,2020
"Lippe, Kreis",Realschulen,7.0,4250.0,2010.0,355.0,2020
"Minden-Lübbecke, Kreis",Realschulen,6.0,3060.0,1455.0,335.0,2020
"Paderborn, Kreis",Realschulen,8.0,3630.0,1670.0,205.0,2020
"Bochum, kreisfreie Stadt",Realschulen,5.0,3265.0,1520.0,500.0,2020
"Dortmund, kreisfreie Stadt",Realschulen,13.0,7555.0,3700.0,1455.0,2020
"Hagen, kreisfreie Stadt",Realschulen,5.0,2070.0,985.0,425.0,2020
"Hamm, kreisfreie Stadt",Realschulen,6.0,3490.0,1695.0,335.0,2020
"Herne, kreisfreie Stadt",Realschulen,4.0,2360.0,1165.0,420.0,2020
Ennepe-Ruhr-Kreis,Realschulen,7.0,3510.0,1655.0,500.0,2020
Hochsauerlandkreis,Realschulen,7.0,3610.0,1805.0,175.0,2020
Märkischer Kreis,Realschulen,11.0,5745.0,2815.0,650.0,2020
"Olpe, Kreis",Realschulen,3.0,1285.0,595.0,35.0,2020
"Siegen-Wittgenstein, Kreis",Realschulen,11.0,3715.0,1640.0,360.0,2020
"Soest, Kreis",Realschulen,6.0,2785.0,1320.0,300.0,2020
"Unna, Kreis",Realschulen,9.0,4260.0,2055.0,390.0,2020
"Darmstadt, kreisfreie Stadt",Realschulen,5.0,1143.0,530.0,207.0,2020
"Frankfurt am Main, kreisfreie Stadt",Realschulen,19.0,5952.0,2751.0,1507.0,2020
"Offenbach am Main, kreisfreie Stadt",Realschulen,5.0,625.0,370.0,212.0,2020
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Realschulen,7.0,2611.0,1193.0,456.0,2020
"Bergstraße, Landkreis",Realschulen,13.0,4334.0,2012.0,595.0,2020
"Darmstadt-Dieburg, Landkreis",Realschulen,12.0,2221.0,1011.0,285.0,2020
"Groß-Gerau, Landkreis",Realschulen,6.0,829.0,386.0,127.0,2020
Hochtaunuskreis,Realschulen,9.0,2286.0,1384.0,343.0,2020
Main-Kinzig-Kreis,Realschulen,18.0,6248.0,3182.0,736.0,2020
Main-Taunus-Kreis,Realschulen,11.0,3603.0,1722.0,605.0,2020
Odenwaldkreis,Realschulen,3.0,925.0,426.0,84.0,2020
"Offenbach, Landkreis",Realschulen,13.0,4829.0,2125.0,928.0,2020
Rheingau-Taunus-Kreis,Realschulen,7.0,2157.0,984.0,276.0,2020
Wetteraukreis,Realschulen,12.0,3304.0,1527.0,425.0,2020
"Gießen, Landkreis",Realschulen,7.0,1304.0,625.0,109.0,2020
Lahn-Dill-Kreis,Realschulen,8.0,2036.0,962.0,197.0,2020
"Limburg-Weilburg, Landkreis",Realschulen,10.0,2676.0,1279.0,287.0,2020
"Marburg-Biedenkopf, Landkreis",Realschulen,9.0,1811.0,866.0,161.0,2020
Vogelsbergkreis,Realschulen,6.0,1106.0,529.0,99.0,2020
"Kassel, kreisfreie Stadt",Realschulen,6.0,1532.0,730.0,283.0,2020
"Fulda, Landkreis",Realschulen,14.0,5289.0,2542.0,471.0,2020
"Hersfeld-Rotenburg, Landkreis",Realschulen,8.0,1163.0,551.0,91.0,2020
"Kassel, Landkreis",Realschulen,8.0,1185.0,578.0,118.0,2020
Schwalm-Eder-Kreis,Realschulen,11.0,1795.0,837.0,81.0,2020
"Waldeck-Frankenberg, Landkreis",Realschulen,14.0,2502.0,1207.0,171.0,2020
Werra-Meißner-Kreis,Realschulen,6.0,757.0,356.0,44.0,2020
"Ahrweiler, Landkreis",Realschulen,1.0,401.0,257.0,8.0,2020
Rhein-Hunsrück-Kreis,Realschulen,1.0,359.0,168.0,3.0,2020
"Trier, kreisfreie Stadt",Realschulen,1.0,557.0,557.0,41.0,2020
"Kaiserslautern, kreisfreie Stadt",Realschulen,1.0,370.0,370.0,49.0,2020
"Landau in der Pfalz, kreisfreie Stadt",Realschulen,1.0,416.0,416.0,22.0,2020
"Mainz, kreisfreie Stadt",Realschulen,1.0,241.0,79.0,5.0,2020
"Speyer, kreisfreie Stadt",Realschulen,1.0,370.0,370.0,22.0,2020
"Kaiserslautern, Landkreis",Realschulen,1.0,383.0,193.0,6.0,2020
"Stuttgart, Landeshauptstadt, Stadtkreis",Realschulen,22.0,8335.0,3986.0,1667.0,2020
"Böblingen, Landkreis",Realschulen,18.0,7637.0,3631.0,951.0,2020
"Esslingen, Landkreis",Realschulen,22.0,10233.0,4739.0,1297.0,2020
"Göppingen, Landkreis",Realschulen,11.0,5170.0,2539.0,549.0,2020
"Ludwigsburg, Landkreis",Realschulen,21.0,11803.0,5564.0,1545.0,2020
"Rems-Murr-Kreis, Landkreis",Realschulen,20.0,8661.0,4101.0,869.0,2020
"Heilbronn, Universitätsstadt, Stadtkreis",Realschulen,7.0,3056.0,1476.0,632.0,2020
"Heilbronn, Landkreis",Realschulen,14.0,6497.0,3215.0,689.0,2020
"Hohenlohekreis, Landkreis",Realschulen,7.0,2290.0,1078.0,163.0,2020
"Schwäbisch Hall, Landkreis",Realschulen,11.0,4242.0,2084.0,290.0,2020
"Main-Tauber-Kreis, Landkreis",Realschulen,8.0,3706.0,1853.0,279.0,2020
"Heidenheim, Landkreis",Realschulen,8.0,2921.0,1410.0,334.0,2020
"Ostalbkreis, Landkreis",Realschulen,19.0,6945.0,3434.0,416.0,2020
"Baden-Baden, Stadtkreis",Realschulen,2.0,617.0,260.0,89.0,2020
"Karlsruhe, Stadtkreis",Realschulen,10.0,3593.0,1727.0,467.0,2020
"Karlsruhe, Landkreis",Realschulen,19.0,8961.0,4304.0,856.0,2020
"Rastatt, Landkreis",Realschulen,11.0,5192.0,2493.0,538.0,2020
"Heidelberg, Stadtkreis",Realschulen,5.0,1570.0,861.0,163.0,2020
"Mannheim, Stadtkreis",Realschulen,11.0,4516.0,2143.0,817.0,2020
"Neckar-Odenwald-Kreis, Landkreis",Realschulen,6.0,2485.0,1214.0,182.0,2020
"Rhein-Neckar-Kreis, Landkreis",Realschulen,17.0,8438.0,4065.0,871.0,2020
"Pforzheim, Stadtkreis",Realschulen,4.0,2254.0,1126.0,436.0,2020
"Calw, Landkreis",Realschulen,8.0,3464.0,1694.0,280.0,2020
"Enzkreis, Landkreis",Realschulen,10.0,4005.0,1932.0,427.0,2020
"Freudenstadt, Landkreis",Realschulen,6.0,2507.0,1214.0,238.0,2020
"Freiburg im Breisgau, Stadtkreis",Realschulen,9.0,2921.0,1477.0,537.0,2020
"Breisgau-Hochschwarzwald, Landkreis",Realschulen,11.0,5234.0,2506.0,451.0,2020
"Emmendingen, Landkreis",Realschulen,9.0,3174.0,1505.0,257.0,2020
"Ortenaukreis, Landkreis",Realschulen,21.0,9540.0,4726.0,758.0,2020
"Rottweil, Landkreis",Realschulen,6.0,2477.0,1219.0,205.0,2020
"Schwarzwald-Baar-Kreis, Landkreis",Realschulen,11.0,4730.0,2334.0,413.0,2020
"Tuttlingen, Landkreis",Realschulen,8.0,3636.0,1755.0,369.0,2020
"Konstanz, Landkreis",Realschulen,10.0,4693.0,2288.0,603.0,2020
"Lörrach, Landkreis",Realschulen,8.0,4619.0,2179.0,560.0,2020
"Waldshut, Landkreis",Realschulen,12.0,4375.0,2165.0,434.0,2020
"Reutlingen, Landkreis",Realschulen,11.0,4655.0,2312.0,592.0,2020
"Tübingen, Landkreis",Realschulen,4.0,1115.0,713.0,118.0,2020
"Zollernalbkreis, Landkreis",Realschulen,11.0,4189.0,1996.0,330.0,2020
"Ulm, Stadtkreis",Realschulen,5.0,2284.0,1285.0,387.0,2020
"Alb-Donau-Kreis, Landkreis",Realschulen,10.0,4947.0,2391.0,424.0,2020
"Biberach, Landkreis",Realschulen,8.0,4723.0,2235.0,289.0,2020
"Bodenseekreis, Landkreis",Realschulen,7.0,3672.0,1888.0,305.0,2020
"Ravensburg, Landkreis",Realschulen,14.0,6729.0,3264.0,344.0,2020
"Sigmaringen, Landkreis",Realschulen,7.0,2741.0,1310.0,173.0,2020
Ingolstadt,Realschulen,5.0,2921.0,1527.0,203.0,2020
"München, Landeshauptstadt",Realschulen,45.0,17750.0,9003.0,2900.0,2020
Rosenheim,Realschulen,3.0,1580.0,869.0,143.0,2020
"Altötting, Landkreis",Realschulen,4.0,2435.0,1241.0,134.0,2020
"Berchtesgadener Land, Landkreis",Realschulen,4.0,1957.0,1015.0,144.0,2020
"Bad Tölz-Wolfratshausen, Landkreis",Realschulen,5.0,2595.0,1340.0,159.0,2020
"Dachau, Landkreis",Realschulen,5.0,2907.0,1463.0,162.0,2020
"Ebersberg, Landkreis",Realschulen,4.0,3222.0,1408.0,216.0,2020
"Eichstätt, Landkreis",Realschulen,4.0,2706.0,1284.0,73.0,2020
"Erding, Landkreis",Realschulen,4.0,2880.0,1574.0,140.0,2020
"Freising, Landkreis",Realschulen,6.0,3476.0,1702.0,310.0,2020
"Fürstenfeldbruck, Landkreis",Realschulen,4.0,4057.0,1971.0,376.0,2020
"Garmisch-Partenkirchen, Landkreis",Realschulen,4.0,1607.0,754.0,112.0,2020
"Landsberg am Lech, Landkreis",Realschulen,4.0,2555.0,1295.0,78.0,2020
"Miesbach, Landkreis",Realschulen,4.0,2458.0,1124.0,128.0,2020
"Mühldorf a.Inn, Landkreis",Realschulen,3.0,2067.0,1019.0,119.0,2020
"München, Landkreis",Realschulen,6.0,4256.0,1855.0,441.0,2020
"Neuburg-Schrobenhausen, Landkreis",Realschulen,5.0,2741.0,1477.0,167.0,2020
"Pfaffenhofen a.d.Ilm, Landkreis",Realschulen,3.0,2561.0,1239.0,120.0,2020
"Rosenheim, Landkreis",Realschulen,9.0,4492.0,2141.0,216.0,2020
"Starnberg, Landkreis",Realschulen,3.0,2491.0,1169.0,197.0,2020
"Traunstein, Landkreis",Realschulen,7.0,3200.0,1670.0,135.0,2020
"Weilheim-Schongau, Landkreis",Realschulen,5.0,2393.0,1149.0,111.0,2020
Landshut,Realschulen,4.0,2190.0,1242.0,251.0,2020
Passau,Realschulen,3.0,1149.0,677.0,170.0,2020
Straubing,Realschulen,4.0,1395.0,768.0,62.0,2020
"Deggendorf, Landkreis",Realschulen,5.0,2450.0,1327.0,124.0,2020
"Freyung-Grafenau, Landkreis",Realschulen,2.0,1141.0,570.0,19.0,2020
"Kelheim, Landkreis",Realschulen,5.0,2474.0,1282.0,113.0,2020
"Landshut, Landkreis",Realschulen,5.0,3332.0,1433.0,138.0,2020
"Passau, Landkreis",Realschulen,7.0,3191.0,1495.0,122.0,2020
"Regen, Landkreis",Realschulen,3.0,1483.0,745.0,27.0,2020
"Rottal-Inn, Landkreis",Realschulen,4.0,2648.0,1329.0,125.0,2020
"Straubing-Bogen, Landkreis",Realschulen,3.0,1276.0,753.0,43.0,2020
"Dingolfing-Landau, Landkreis",Realschulen,3.0,1956.0,972.0,90.0,2020
Amberg,Realschulen,3.0,1590.0,827.0,58.0,2020
Regensburg,Realschulen,7.0,2839.0,1555.0,223.0,2020
Weiden i.d.OPf.,Realschulen,3.0,1234.0,625.0,65.0,2020
"Amberg-Sulzbach, Landkreis",Realschulen,2.0,959.0,426.0,22.0,2020
"Cham, Landkreis",Realschulen,7.0,2578.0,1332.0,70.0,2020
"Neumarkt i.d.OPf., Landkreis",Realschulen,5.0,2792.0,1401.0,71.0,2020
"Neustadt a.d.Waldnaab, Landkreis",Realschulen,3.0,1419.0,709.0,27.0,2020
"Regensburg, Landkreis",Realschulen,4.0,2189.0,948.0,91.0,2020
"Schwandorf, Landkreis",Realschulen,6.0,2575.0,1352.0,87.0,2020
"Tirschenreuth, Landkreis",Realschulen,3.0,1395.0,666.0,21.0,2020
Bamberg,Realschulen,4.0,1329.0,791.0,133.0,2020
Bayreuth,Realschulen,4.0,1606.0,772.0,99.0,2020
Coburg,Realschulen,3.0,1524.0,777.0,65.0,2020
Hof,Realschulen,2.0,783.0,378.0,119.0,2020
"Bamberg, Landkreis",Realschulen,3.0,1962.0,817.0,38.0,2020
"Bayreuth, Landkreis",Realschulen,2.0,1019.0,529.0,10.0,2020
"Coburg, Landkreis",Realschulen,1.0,574.0,268.0,21.0,2020
"Forchheim, Landkreis",Realschulen,3.0,2231.0,1113.0,76.0,2020
"Hof, Landkreis",Realschulen,3.0,1360.0,648.0,34.0,2020
"Kronach, Landkreis",Realschulen,2.0,1057.0,545.0,25.0,2020
"Kulmbach, Landkreis",Realschulen,2.0,737.0,331.0,25.0,2020
"Lichtenfels, Landkreis",Realschulen,3.0,1195.0,598.0,23.0,2020
"Wunsiedel i.Fichtelgebirge, Landkreis",Realschulen,4.0,1476.0,756.0,86.0,2020
Ansbach,Realschulen,2.0,1300.0,612.0,85.0,2020
Erlangen,Realschulen,3.0,2024.0,948.0,187.0,2020
Fürth,Realschulen,3.0,1889.0,834.0,273.0,2020
Nürnberg,Realschulen,15.0,7309.0,3643.0,1040.0,2020
Schwabach,Realschulen,2.0,1009.0,495.0,68.0,2020
"Ansbach, Landkreis",Realschulen,8.0,3798.0,1794.0,147.0,2020
"Erlangen-Höchstadt, Landkreis",Realschulen,2.0,1754.0,863.0,72.0,2020
"Fürth, Landkreis",Realschulen,2.0,1421.0,716.0,52.0,2020
"Nürnberger Land, Landkreis",Realschulen,5.0,3075.0,1422.0,121.0,2020
"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",Realschulen,4.0,2131.0,1024.0,76.0,2020
"Roth, Landkreis",Realschulen,4.0,1994.0,1066.0,76.0,2020
"Weißenburg-Gunzenhausen, Landkreis",Realschulen,4.0,1539.0,827.0,79.0,2020
Aschaffenburg,Realschulen,4.0,1888.0,1081.0,168.0,2020
Schweinfurt,Realschulen,4.0,1807.0,857.0,128.0,2020
Würzburg,Realschulen,7.0,2781.0,1602.0,224.0,2020
"Aschaffenburg, Landkreis",Realschulen,5.0,2906.0,1275.0,76.0,2020
"Bad Kissingen, Landkreis",Realschulen,3.0,1549.0,787.0,40.0,2020
"Rhön-Grabfeld, Landkreis",Realschulen,4.0,1707.0,860.0,46.0,2020
"Haßberge, Landkreis",Realschulen,4.0,1898.0,914.0,47.0,2020
"Kitzingen, Landkreis",Realschulen,7.0,2152.0,1106.0,103.0,2020
"Miltenberg, Landkreis",Realschulen,4.0,2147.0,997.0,64.0,2020
"Main-Spessart, Landkreis",Realschulen,6.0,2613.0,1302.0,69.0,2020
"Schweinfurt, Landkreis",Realschulen,2.0,858.0,381.0,24.0,2020
"Würzburg, Landkreis",Realschulen,2.0,1377.0,554.0,47.0,2020
Augsburg,Realschulen,10.0,5144.0,2923.0,657.0,2020
Kaufbeuren,Realschulen,3.0,1417.0,841.0,79.0,2020
Kempten (Allgäu),Realschulen,4.0,2264.0,1248.0,109.0,2020
Memmingen,Realschulen,3.0,1343.0,685.0,126.0,2020
"Aichach-Friedberg, Landkreis",Realschulen,5.0,2802.0,1197.0,87.0,2020
"Augsburg, Landkreis",Realschulen,6.0,4501.0,2011.0,203.0,2020
"Dillingen a.d.Donau, Landkreis",Realschulen,3.0,1864.0,1001.0,78.0,2020
"Günzburg, Landkreis",Realschulen,7.0,2939.0,1499.0,179.0,2020
"Neu-Ulm, Landkreis",Realschulen,6.0,3073.0,1534.0,204.0,2020
"Lindau (Bodensee), Landkreis",Realschulen,3.0,1260.0,657.0,80.0,2020
"Ostallgäu, Landkreis",Realschulen,4.0,2538.0,1191.0,89.0,2020
"Unterallgäu, Landkreis",Realschulen,5.0,2524.0,1298.0,105.0,2020
"Donau-Ries, Landkreis",Realschulen,8.0,3293.0,1638.0,159.0,2020
"Oberallgäu, Landkreis",Realschulen,4.0,1322.0,666.0,44.0,2020
"Saarbrücken, Regionalverband",Realschulen,1.0,503.0,284.0,5.0,2020
"Saarbrücken, Landeshauptstadt",Realschulen,1.0,503.0,284.0,5.0,2020
Saarpfalz-Kreis,Realschulen,1.0,546.0,317.0,58.0,2020
"Braunschweig, kreisfreie Stadt",Realschulen,6.0,1831.0,826.0,265.0,2021
"Salzgitter, kreisfreie Stadt",Realschulen,5.0,2224.0,1022.0,644.0,2021
"Wolfsburg, kreisfreie Stadt",Realschulen,2.0,1195.0,546.0,127.0,2021
"Gifhorn, Landkreis",Realschulen,5.0,1810.0,877.0,206.0,2021
"Goslar, Landkreis",Realschulen,3.0,938.0,421.0,111.0,2021
"Helmstedt, Landkreis",Realschulen,3.0,875.0,416.0,105.0,2021
"Northeim, Landkreis",Realschulen,5.0,1295.0,610.0,106.0,2021
"Peine, Landkreis",Realschulen,5.0,1749.0,867.0,251.0,2021
"Wolfenbüttel, Landkreis",Realschulen,5.0,825.0,365.0,79.0,2021
"Göttingen, Landkreis",Realschulen,7.0,2229.0,1064.0,155.0,2021
"Region Hannover, Landkreis",Realschulen,24.0,8644.0,3915.0,1627.0,2021
"Hannover, Landeshauptstadt",Realschulen,8.0,2734.0,1225.0,780.0,2021
"Diepholz, Landkreis",Realschulen,10.0,3045.0,1398.0,300.0,2021
"Hameln-Pyrmont, Landkreis",Realschulen,5.0,1975.0,869.0,229.0,2021
"Hildesheim, Landkreis",Realschulen,6.0,2737.0,1232.0,264.0,2021
"Holzminden, Landkreis",Realschulen,1.0,153.0,75.0,12.0,2021
"Nienburg (Weser), Landkreis",Realschulen,1.0,150.0,54.0,9.0,2021
"Cuxhaven, Landkreis",Realschulen,6.0,2402.0,1138.0,181.0,2021
"Harburg, Landkreis",Realschulen,4.0,1802.0,835.0,158.0,2021
"Lüchow-Dannenberg, Landkreis",Realschulen,2.0,457.0,199.0,18.0,2021
"Lüneburg, Landkreis",Realschulen,1.0,363.0,163.0,14.0,2021
"Osterholz, Landkreis",Realschulen,3.0,1146.0,493.0,71.0,2021
"Rotenburg (Wümme), Landkreis",Realschulen,3.0,1419.0,692.0,98.0,2021
"Heidekreis, Landkreis",Realschulen,3.0,1177.0,542.0,97.0,2021
"Stade, Landkreis",Realschulen,4.0,1728.0,795.0,272.0,2021
"Uelzen, Landkreis",Realschulen,1.0,739.0,352.0,48.0,2021
"Verden, Landkreis",Realschulen,2.0,381.0,190.0,43.0,2021
"Delmenhorst, kreisfreie Stadt",Realschulen,1.0,822.0,405.0,132.0,2021
"Osnabrück, kreisfreie Stadt",Realschulen,5.0,1776.0,832.0,434.0,2021
"Ammerland, Landkreis",Realschulen,1.0,578.0,257.0,30.0,2021
"Aurich, Landkreis",Realschulen,8.0,2760.0,1322.0,151.0,2021
"Cloppenburg, Landkreis",Realschulen,3.0,1581.0,772.0,90.0,2021
"Emsland, Landkreis",Realschulen,4.0,1022.0,464.0,78.0,2021
"Grafschaft Bentheim, Landkreis",Realschulen,3.0,1154.0,573.0,195.0,2021
"Leer, Landkreis",Realschulen,6.0,1938.0,983.0,262.0,2021
"Oldenburg, Landkreis",Realschulen,2.0,794.0,371.0,106.0,2021
"Osnabrück, Landkreis",Realschulen,6.0,2147.0,1023.0,148.0,2021
"Vechta, Landkreis",Realschulen,3.0,1475.0,723.0,138.0,2021
"Wittmund, Landkreis",Realschulen,4.0,1214.0,577.0,46.0,2021
"Düsseldorf, kreisfreie Stadt",Realschulen,13.0,7215.0,3355.0,1410.0,2021
"Duisburg, kreisfreie Stadt",Realschulen,4.0,2585.0,1220.0,440.0,2021
"Essen, kreisfreie Stadt",Realschulen,14.0,7675.0,3620.0,1765.0,2021
"Krefeld, kreisfreie Stadt",Realschulen,3.0,2140.0,1025.0,480.0,2021
"Mönchengladbach, kreisfreie Stadt",Realschulen,4.0,2525.0,1195.0,555.0,2021
"Mülheim an der Ruhr, kreisfreie Stadt",Realschulen,3.0,2235.0,1025.0,440.0,2021
"Oberhausen, kreisfreie Stadt",Realschulen,3.0,2570.0,1195.0,355.0,2021
"Remscheid, kreisfreie Stadt",Realschulen,2.0,1375.0,655.0,155.0,2021
"Solingen, kreisfreie Stadt",Realschulen,3.0,2050.0,980.0,375.0,2021
"Wuppertal, kreisfreie Stadt",Realschulen,9.0,4955.0,2350.0,1270.0,2021
"Kleve, Kreis",Realschulen,8.0,3585.0,1840.0,405.0,2021
"Mettmann, Kreis",Realschulen,11.0,5550.0,3045.0,830.0,2021
Rhein-Kreis Neuss,Realschulen,6.0,3160.0,1400.0,500.0,2021
"Viersen, Kreis",Realschulen,4.0,2590.0,1145.0,350.0,2021
"Wesel, Kreis",Realschulen,6.0,2505.0,1410.0,210.0,2021
"Bonn, kreisfreie Stadt",Realschulen,7.0,3355.0,1310.0,655.0,2021
"Köln, kreisfreie Stadt",Realschulen,22.0,11455.0,5345.0,2360.0,2021
"Leverkusen, kreisfreie Stadt",Realschulen,3.0,2450.0,1230.0,485.0,2021
Städteregion Aachen (einschl. Stadt Aachen),Realschulen,9.0,4055.0,2055.0,685.0,2021
"Aachen, krfr. Stadt",Realschulen,3.0,1225.0,540.0,300.0,2021
"Düren, Kreis",Realschulen,3.0,1615.0,880.0,270.0,2021
Rhein-Erft-Kreis,Realschulen,13.0,7730.0,3655.0,935.0,2021
"Euskirchen, Kreis",Realschulen,6.0,2650.0,1260.0,185.0,2021
"Heinsberg, Kreis",Realschulen,6.0,3325.0,1620.0,330.0,2021
Oberbergischer Kreis,Realschulen,9.0,3950.0,1965.0,250.0,2021
Rheinisch-Bergischer Kreis,Realschulen,6.0,2415.0,1110.0,235.0,2021
Rhein-Sieg-Kreis,Realschulen,8.0,3390.0,1730.0,350.0,2021
"Bottrop, kreisfreie Stadt",Realschulen,3.0,1575.0,775.0,235.0,2021
"Gelsenkirchen, kreisfreie Stadt",Realschulen,4.0,2525.0,1260.0,700.0,2021
"Münster, kreisfreie Stadt",Realschulen,6.0,3125.0,1440.0,610.0,2021
"Borken, Kreis",Realschulen,8.0,4490.0,2445.0,365.0,2021
"Coesfeld, Kreis",Realschulen,5.0,2635.0,1285.0,205.0,2021
"Recklinghausen, Kreis",Realschulen,18.0,9495.0,4655.0,905.0,2021
"Steinfurt, Kreis",Realschulen,16.0,6490.0,3040.0,445.0,2021
"Warendorf, Kreis",Realschulen,2.0,1195.0,600.0,35.0,2021
"Bielefeld, kreisfreie Stadt",Realschulen,10.0,5800.0,2735.0,1250.0,2021
"Gütersloh, Kreis",Realschulen,5.0,2810.0,1295.0,550.0,2021
"Herford, Kreis",Realschulen,8.0,4510.0,2210.0,435.0,2021
"Höxter, Kreis",Realschulen,4.0,1660.0,785.0,75.0,2021
"Lippe, Kreis",Realschulen,7.0,4260.0,1995.0,415.0,2021
"Minden-Lübbecke, Kreis",Realschulen,6.0,2965.0,1435.0,380.0,2021
"Paderborn, Kreis",Realschulen,8.0,3610.0,1640.0,230.0,2021
"Bochum, kreisfreie Stadt",Realschulen,5.0,3280.0,1505.0,520.0,2021
"Dortmund, kreisfreie Stadt",Realschulen,13.0,7480.0,3675.0,1590.0,2021
"Hagen, kreisfreie Stadt",Realschulen,5.0,2130.0,1010.0,505.0,2021
"Hamm, kreisfreie Stadt",Realschulen,6.0,3480.0,1670.0,410.0,2021
"Herne, kreisfreie Stadt",Realschulen,4.0,2405.0,1180.0,490.0,2021
Ennepe-Ruhr-Kreis,Realschulen,7.0,3475.0,1625.0,535.0,2021
Hochsauerlandkreis,Realschulen,7.0,3630.0,1800.0,185.0,2021
Märkischer Kreis,Realschulen,11.0,5700.0,2785.0,670.0,2021
"Olpe, Kreis",Realschulen,3.0,1240.0,585.0,40.0,2021
"Siegen-Wittgenstein, Kreis",Realschulen,9.0,3575.0,1580.0,380.0,2021
"Soest, Kreis",Realschulen,6.0,2780.0,1290.0,325.0,2021
"Unna, Kreis",Realschulen,8.0,4125.0,1990.0,395.0,2021
"Darmstadt, kreisfreie Stadt",Realschulen,5.0,1129.0,524.0,204.0,2021
"Frankfurt am Main, kreisfreie Stadt",Realschulen,18.0,5885.0,2725.0,1540.0,2021
"Offenbach am Main, kreisfreie Stadt",Realschulen,4.0,514.0,321.0,173.0,2021
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Realschulen,7.0,2500.0,1169.0,434.0,2021
"Bergstraße, Landkreis",Realschulen,13.0,4315.0,1995.0,642.0,2021
"Darmstadt-Dieburg, Landkreis",Realschulen,12.0,2225.0,1023.0,296.0,2021
"Groß-Gerau, Landkreis",Realschulen,4.0,740.0,352.0,107.0,2021
Hochtaunuskreis,Realschulen,9.0,2216.0,1350.0,344.0,2021
Main-Kinzig-Kreis,Realschulen,17.0,6202.0,3170.0,823.0,2021
Main-Taunus-Kreis,Realschulen,11.0,3428.0,1603.0,605.0,2021
Odenwaldkreis,Realschulen,3.0,943.0,426.0,96.0,2021
"Offenbach, Landkreis",Realschulen,13.0,4816.0,2104.0,993.0,2021
Rheingau-Taunus-Kreis,Realschulen,7.0,2158.0,985.0,284.0,2021
Wetteraukreis,Realschulen,12.0,3306.0,1520.0,455.0,2021
"Gießen, Landkreis",Realschulen,7.0,1386.0,675.0,145.0,2021
Lahn-Dill-Kreis,Realschulen,8.0,2058.0,980.0,217.0,2021
"Limburg-Weilburg, Landkreis",Realschulen,10.0,2706.0,1276.0,309.0,2021
"Marburg-Biedenkopf, Landkreis",Realschulen,9.0,1771.0,857.0,173.0,2021
Vogelsbergkreis,Realschulen,6.0,1049.0,520.0,105.0,2021
"Kassel, kreisfreie Stadt",Realschulen,6.0,1575.0,740.0,335.0,2021
"Fulda, Landkreis",Realschulen,14.0,5255.0,2573.0,492.0,2021
"Hersfeld-Rotenburg, Landkreis",Realschulen,8.0,1195.0,535.0,97.0,2021
"Kassel, Landkreis",Realschulen,8.0,1239.0,616.0,128.0,2021
Schwalm-Eder-Kreis,Realschulen,11.0,1853.0,873.0,115.0,2021
"Waldeck-Frankenberg, Landkreis",Realschulen,14.0,2497.0,1223.0,174.0,2021
Werra-Meißner-Kreis,Realschulen,6.0,729.0,351.0,63.0,2021
"Ahrweiler, Landkreis",Realschulen,1.0,401.0,245.0,8.0,2021
Rhein-Hunsrück-Kreis,Realschulen,1.0,366.0,162.0,3.0,2021
"Trier, kreisfreie Stadt",Realschulen,1.0,555.0,555.0,33.0,2021
"Kaiserslautern, kreisfreie Stadt",Realschulen,1.0,252.0,252.0,24.0,2021
"Landau in der Pfalz, kreisfreie Stadt",Realschulen,1.0,268.0,268.0,9.0,2021
"Mainz, kreisfreie Stadt",Realschulen,1.0,212.0,80.0,6.0,2021
"Speyer, kreisfreie Stadt",Realschulen,1.0,361.0,361.0,35.0,2021
"Kaiserslautern, Landkreis",Realschulen,1.0,381.0,191.0,8.0,2021
"Stuttgart, Landeshauptstadt, Stadtkreis",Realschulen,20.0,8066.0,3848.0,1631.0,2021
"Böblingen, Landkreis",Realschulen,18.0,7563.0,3660.0,947.0,2021
"Esslingen, Landkreis",Realschulen,21.0,10090.0,4702.0,1363.0,2021
"Göppingen, Landkreis",Realschulen,11.0,5105.0,2527.0,558.0,2021
"Ludwigsburg, Landkreis",Realschulen,22.0,11800.0,5512.0,1608.0,2021
"Rems-Murr-Kreis, Landkreis",Realschulen,20.0,8514.0,4030.0,865.0,2021
"Heilbronn, Universitätsstadt, Stadtkreis",Realschulen,7.0,3056.0,1488.0,701.0,2021
