area,total_Person,Single_Person,Two_Person,Three_Person,Four_Person,Five_Person,Six_Person,couples_without_a_child,couples_with_a_child,single_parents,people_sharing_an_apartment
      Kobern-Gondorf,1429,440,509,216,189,49,26,449,446,79,15
      Lehmen,582,136,210,110,88,16,22,180,204,53,9
      Löf,635,181,229,102,94,22,7,206,205,30,13
      Macken,152,45,55,24,20,8,0,48,46,13,0
      Niederfell,350,101,135,54,44,3,13,120,92,31,6
      Nörtershausen,483,131,164,80,96,12,0,144,172,33,3
      Oberfell,501,155,193,73,54,26,0,174,138,31,3
      Winningen,1154,393,428,174,125,19,15,375,281,87,18
      Wolken,464,100,179,97,72,13,3,151,161,33,19
      Niederwerth,619,195,217,83,86,34,4,190,189,32,13
      Urbar,1490,505,531,214,167,64,9,471,374,115,25
"      Vallendar, St.",3966,1615,1388,509,331,91,32,1237,813,221,80
      Weitersburg,1051,300,376,208,121,40,6,320,323,90,18
      Acht,33,14,15,0,4,0,0,15,4,0,0
      Anschau,121,25,37,31,18,6,4,34,50,12,0
      Arft,119,44,26,21,21,4,3,35,40,0,0
      Baar,308,81,110,38,61,12,6,93,104,30,0
      Bermel,155,35,59,33,28,0,0,46,52,19,3
      Boos,259,73,86,34,50,13,3,76,85,25,0
      Ditscheid,115,28,37,28,19,0,3,31,50,6,0
      Ettringen,1200,333,448,216,149,36,18,402,360,92,13
      Hausten,168,35,65,44,15,9,0,61,52,11,9
      Herresbach,203,51,62,46,35,6,3,60,70,19,3
      Hirten,107,31,40,19,10,3,4,33,36,7,0
      Kehrig,482,119,148,92,75,33,15,136,179,48,0
      Kirchwald,405,84,177,69,55,17,3,148,121,46,6
      Kottenheim,1229,359,470,202,129,60,9,389,364,99,18
      Langenfeld,323,86,115,69,27,26,0,105,107,18,7
      Langscheid,50,18,16,10,6,0,0,16,16,0,0
      Lind,22,0,10,3,6,0,3,10,12,0,0
      Luxem,113,15,44,22,32,0,0,41,50,4,3
      Monreal,360,78,136,70,42,22,12,119,131,26,6
      Münk,105,24,37,18,17,9,0,33,44,4,0
      Nachtsheim,233,56,70,46,36,14,11,53,96,25,3
      Reudelsterz,162,46,56,34,18,4,4,47,50,13,6
      Sankt Johann,408,110,139,76,68,12,3,128,143,20,7
      Siebenbach,79,22,30,18,6,3,0,33,21,3,0
      Virneburg,173,54,56,25,35,0,3,54,57,8,0
      Weiler,218,77,69,24,33,6,9,60,69,12,0
      Welschenbach,16,4,3,3,6,0,0,6,6,0,0
      Bassenheim,1307,396,463,214,177,39,18,399,392,102,18
      Kaltenengers,899,275,325,147,112,31,9,288,278,49,9
      Kettig,1406,413,488,223,190,67,25,421,436,111,25
"      Mülheim-Kärlich, St.",4728,1444,1743,798,534,136,73,1549,1339,331,65
      Sankt Sebastian,1138,407,377,178,133,28,15,338,293,97,3
      Urmitz,1579,469,581,277,208,31,13,508,465,110,27
"      Weißenthurm, St.",3273,1083,1042,505,404,135,104,838,1009,306,37
"Neuwied, gr. kr. St.",29073,10165,10343,4246,2839,980,500,8723,7270,2293,622
      Asbach,2969,799,1041,493,403,152,81,895,983,240,52
      Buchholz Ww.,1813,442,650,305,280,88,48,571,632,120,48
      Neustadt Wied,2653,745,949,453,342,111,53,825,837,201,45
      Windhagen,1885,542,700,306,249,64,24,616,547,137,43
"      Bad Hönningen, St.",2791,1035,952,397,269,78,60,829,702,191,34
      Hammerstein,155,52,61,18,18,3,3,58,33,12,0
      Leutesdorf,810,249,332,113,87,19,10,283,211,54,13
      Rheinbrohl,1629,502,570,248,215,75,19,496,492,105,34
"      Dierdorf, St.",2261,616,763,366,298,130,88,617,787,194,47
      Großmaischeid,966,249,309,194,152,37,25,247,347,88,35
      Isenburg,278,89,122,42,13,3,9,104,61,21,3
      Kleinmaischeid,533,133,168,85,87,37,23,156,196,38,10
      Marienhausen,202,49,51,34,42,23,3,38,80,26,9
      Stebach,151,54,48,31,18,0,0,47,43,7,0
      Dattenberg,648,172,222,109,92,37,16,191,214,58,13
      Kasbach-Ohlenberg,583,149,227,82,84,22,19,210,174,44,6
      Leubsdorf,746,244,269,111,82,31,9,242,207,47,6
"      Linz am Rhein, St.",2694,953,958,382,276,77,48,797,662,238,44
      Ockenfels,498,161,181,67,62,18,9,158,131,32,16
      Skt. Katharinen LK Neuwied,1404,398,480,214,207,72,33,417,469,105,15
      Vettelschoß,1444,379,511,273,209,59,13,468,489,90,18
      Dernbach,406,106,124,85,57,24,10,104,135,48,13
      Döttesfeld,298,83,119,42,38,13,3,100,93,19,3
      Dürrholz,486,107,199,64,75,28,13,157,168,45,9
      Hanroth,224,42,83,56,24,19,0,77,77,25,3
      Harschbach,147,36,23,31,30,13,14,24,81,3,3
      Linkenbach,198,50,63,54,22,6,3,57,81,3,7
      Niederhofen,155,34,55,32,13,6,15,55,51,12,3
      Niederwambach,210,52,93,27,19,13,6,75,61,19,3
      Oberdreis,386,109,152,55,40,24,6,134,109,34,0
      Puderbach,1021,305,346,194,121,36,19,295,303,96,22
      Ratzert,112,42,46,6,15,3,0,43,18,6,3
      Raubach,745,174,267,121,107,36,40,227,269,60,15
      Rodenbach bei Puderbach,306,88,105,59,45,6,3,85,93,29,11
      Steimel,518,155,183,72,63,32,13,171,164,22,6
      Urbach,585,132,192,93,86,37,45,166,236,39,12
      Woldert,243,63,66,41,49,15,9,65,89,19,7
      Anhausen,548,152,186,96,62,18,34,164,186,40,6
      Bonefeld,382,96,140,54,44,33,15,107,128,39,12
      Ehlscheid,629,258,201,103,42,19,6,189,153,23,6
      Hardert,328,88,116,68,46,7,3,103,101,29,7
      Hümmerich,305,56,114,78,39,6,12,110,110,23,6
      Kurtscheid,417,104,154,79,59,18,3,127,135,43,8
      Meinborn,206,38,95,30,31,3,9,78,65,25,0
      Melsbach,874,231,333,143,107,42,18,308,284,39,12
      Oberhonnefeld-Gierend,405,102,139,77,48,27,12,129,143,28,3
      Oberraden,246,45,101,45,33,16,6,89,94,15,3
      Rengsdorf,1228,454,402,165,125,42,40,342,320,91,21
      Rüscheid,320,67,116,48,58,19,12,98,124,22,9
      Straßenhaus,775,201,272,150,118,28,6,264,255,45,10
      Thalhausen,274,60,91,45,38,22,18,71,120,19,4
      Bruchhausen,367,75,157,61,58,9,7,137,129,17,9
      Erpel,1112,331,426,153,140,48,14,355,303,98,25
      Rheinbreitbach,1948,554,727,311,244,87,25,645,566,140,43
"      Unkel, St.",2104,643,725,332,293,67,44,648,639,141,33
      Breitscheid,948,245,401,144,110,26,22,353,263,71,16
      Datzeroth,106,27,41,19,9,4,6,35,35,9,0
      Hausen Wied,657,194,255,90,85,20,13,232,184,41,6
      Niederbreitbach,691,217,220,123,75,49,7,174,229,46,25
      Roßbach,646,181,225,115,103,9,13,226,194,32,13
      Waldbreitbach,823,279,291,119,89,32,13,260,202,67,15
"Boppard, St.",7038,2455,2589,944,772,214,64,2207,1682,534,160
      Badenhard,65,22,18,16,6,0,3,24,16,0,3
      Beulich,217,60,75,42,37,3,0,72,62,20,3
      Bickenbach,140,38,51,9,32,4,6,45,39,15,3
      Birkheim,74,27,22,22,0,0,3,22,22,3,0
      Dörth,210,39,79,40,42,10,0,69,78,20,4
"      Emmelshausen, St.",2114,653,767,318,261,94,21,667,592,153,49
      Gondershausen,537,137,206,94,71,13,16,171,173,47,9
      Halsenbach,500,127,181,69,92,19,12,165,165,37,6
      Hausbay,73,13,30,9,17,4,0,30,21,6,3
      Hungenroth,107,30,42,7,22,6,0,36,35,3,3
      Karbach,224,50,74,43,32,22,3,68,89,17,0
      Kratzenburg,151,42,34,36,30,9,0,33,66,10,0
      Leiningen,317,76,127,48,45,15,6,114,105,22,0
      Lingerhahn,192,43,67,40,29,7,6,63,67,16,3
      Maisborn,58,17,16,9,10,6,0,19,22,0,0
      Mermuth,117,33,47,18,9,7,3,50,31,0,3
      Morshausen,155,44,56,22,21,12,0,52,43,13,3
      Mühlpfad,29,13,6,0,10,0,0,6,7,3,0
      Ney,144,24,54,29,28,3,6,57,57,0,6
      Niedert,64,15,19,15,8,7,0,25,21,3,0
      Norath,206,63,63,32,42,3,3,45,77,15,6
      Pfalzfeld,297,106,102,47,30,6,6,80,80,28,3
      Schwall,128,19,43,18,33,9,6,46,54,9,0
      Thörlingen,50,11,19,9,11,0,0,19,20,0,0
      Utzenhain,46,17,16,10,0,3,0,13,13,3,0
      Alterkülz,173,34,57,44,21,14,3,49,72,4,14
      Bell Hunsrück,592,168,194,82,106,29,13,167,200,53,4
      Beltheim,833,235,279,125,141,38,15,245,279,71,3
      Braunshorn,253,58,102,51,32,10,0,95,84,16,0
      Buch,388,114,140,62,47,16,9,117,122,29,6
      Dommershausen,427,91,162,85,55,25,9,160,127,33,16
      Gödenroth,184,24,65,49,28,9,9,58,79,23,0
      Hasselbach,80,18,36,7,19,0,0,36,15,11,0
      Hollnich,139,41,46,21,22,9,0,43,40,12,3
"      Kastellaun, St.",2207,772,706,329,245,104,51,602,639,171,23
      Korweiler,44,22,13,3,3,3,0,6,6,10,0
      Mastershausen,426,112,133,78,73,15,15,119,152,37,6
      Michelbach,68,10,22,13,6,17,0,16,36,3,3
      Roth,90,23,26,12,16,6,7,25,38,4,0
      Spesenroth,54,14,15,8,13,0,4,15,25,0,0
      Uhler,165,40,48,38,26,10,3,39,61,25,0
      Bärenbach,180,38,63,39,34,6,0,48,70,24,0
      Belg,48,13,6,14,3,6,6,10,19,6,0
      Büchenbeuren,707,200,229,123,95,41,19,186,232,73,16
      Dickenschied,295,59,118,59,43,13,3,112,109,15,0
      Dill,78,21,29,10,14,4,0,22,25,4,6
      Dillendorf,266,75,101,52,25,13,0,92,75,21,3
      Gehlweiler,105,24,45,10,23,0,3,39,32,10,0
      Gemünden,507,156,172,69,68,21,21,152,162,30,7
      Hahn,72,18,29,19,6,0,0,16,25,10,3
      Hecken,41,4,20,7,3,3,4,20,13,0,4
      Heinzenbach,159,22,64,36,25,9,3,55,70,12,0
      Henau,85,31,31,13,7,3,0,31,17,6,0
      Hirschfeld Hunsrück,126,29,47,20,18,9,3,48,37,9,3
      Kappel,190,48,57,35,34,13,3,47,76,12,7
"      Kirchberg Hunsrück, St.",1663,536,522,297,204,71,33,452,521,135,19
      Kludenbach,49,11,23,9,6,0,0,23,15,0,0
      Laufersweiler,377,98,124,77,47,12,19,88,145,30,16
      Lautzenhausen,161,40,53,34,24,10,0,47,47,21,6
      Lindenschied,86,22,24,13,21,3,3,21,25,12,6
      Maitzborn,44,20,13,4,4,3,0,17,4,3,0
      Metzenhausen,40,7,22,4,3,4,0,12,7,11,3
      Nieder Kostenz,76,27,14,13,22,0,0,14,29,6,0
      Niedersohren,187,62,64,30,19,9,3,61,61,3,0
      Niederweiler,164,48,54,25,17,7,13,50,44,18,4
      Ober Kostenz,102,20,36,20,13,13,0,31,39,9,3
      Raversbeuren,52,18,15,7,12,0,0,16,15,3,0
      Reckershausen,155,48,47,16,41,0,3,39,56,9,3
      Rödelhausen,58,3,18,11,19,4,3,15,30,10,0
      Rödern,86,35,19,11,18,3,0,20,25,6,0
      Rohrbach,72,6,27,18,12,3,6,24,36,6,0
      Schlierschied,83,28,23,14,9,6,3,16,32,4,3
      Schwarzen,60,27,16,8,3,3,3,13,17,3,0
      Sohren,1372,348,468,265,191,76,24,425,478,100,21
      Sohrschied,42,9,18,6,9,0,0,12,15,3,3
      Todenroth,37,8,22,0,3,0,4,18,7,4,0
      Unzenberg,179,58,64,23,25,6,3,64,51,3,3
      Wahlenau,72,19,29,14,3,7,0,22,17,11,3
      Womrath,104,29,31,16,12,10,6,31,28,13,3
      Woppenroth,99,27,30,27,6,3,6,33,33,6,0
      Würrich,63,13,26,9,12,0,3,29,21,0,0
      Argenthal,697,158,249,148,105,28,9,238,245,53,3
      Benzweiler,92,21,27,25,19,0,0,33,35,3,0
      Dichtelbach,267,69,72,54,47,9,16,68,110,17,3
      Ellern Hunsrück,355,97,112,72,40,31,3,104,129,19,6
      Erbach,144,49,50,21,21,3,0,47,36,12,0
      Kisselbach,231,64,87,35,26,10,9,59,77,23,8
      Liebshausen,216,48,84,34,47,3,0,77,78,13,0
      Mörschbach,129,28,28,34,28,11,0,21,70,10,0
"      Rheinböllen, St.",1747,542,643,240,221,61,40,552,491,130,32
      Riesweiler,297,71,98,49,47,23,9,91,116,16,3
      Schnorbach,84,14,27,19,18,3,3,27,37,6,0
      Steinbach,57,12,14,18,7,6,0,14,28,3,0
      Damscheid,260,73,71,43,57,13,3,68,113,6,0
      Laudert,157,32,61,38,20,3,3,47,54,20,4
      Niederburg,282,70,86,51,53,19,3,83,117,12,0
"      Oberwesel, St.",1396,497,502,200,134,44,19,445,347,83,24
      Perscheid,147,30,47,37,15,3,15,38,61,18,0
"      Sankt Goar, St.",1330,445,475,221,151,29,9,436,350,96,3
      Urbar,321,75,157,39,34,13,3,140,77,19,10
      Wiebelsheim,197,54,59,41,25,15,3,51,75,17,0
      Altweidelbach,94,19,24,27,21,3,0,25,41,6,3
      Belgweiler,90,29,27,6,21,7,0,26,28,7,0
      Bergenhausen,42,9,15,12,6,0,0,9,18,3,3
      Biebern,133,31,52,13,24,10,3,47,46,9,0
      Bubach,125,33,40,24,25,0,3,37,46,6,3
      Budenbach,74,9,30,12,13,10,0,24,28,10,3
      Fronhofen,91,25,32,12,15,7,0,29,31,6,0
      Holzbach,228,60,82,40,34,12,0,61,80,27,0
      Horn,155,43,40,37,26,9,0,34,66,12,0
      Keidelheim,117,16,36,27,23,6,9,36,58,7,0
      Klosterkumbd,113,37,29,19,22,6,0,26,41,9,0
      Külz Hunsrück,209,45,67,55,23,12,7,57,86,18,3
      Kümbdchen,200,52,76,26,34,6,6,67,58,23,0
      Laubach,175,49,56,29,37,4,0,52,58,9,7
      Mengerschied,340,102,126,52,45,12,3,125,93,20,0
      Mutterschied,187,47,62,21,29,28,0,69,62,9,0
      Nannhausen,216,46,88,49,20,13,0,86,69,12,3
      Neuerkirch,132,40,38,29,17,0,8,29,51,9,3
      Niederkumbd,119,27,28,33,25,0,6,28,64,0,0
      Ohlweiler,142,28,45,37,20,9,3,36,58,17,3
      Oppertshausen,57,19,12,14,3,6,3,15,23,0,0
      Pleizenhausen,96,21,39,12,18,6,0,33,27,15,0
      Ravengiersburg,157,55,65,15,12,10,0,55,37,4,6
      Rayerschied,48,12,12,15,9,0,0,12,12,12,0
      Reich,139,25,62,22,15,12,3,50,45,16,3
      Riegenroth,78,14,19,22,10,7,6,19,36,9,0
      Sargenroth,190,57,60,33,22,12,6,47,64,19,3
      Schönborn,100,22,29,26,13,3,7,29,46,3,0
"      Simmern/Hunsrück, St.",3400,1188,1112,493,409,131,67,936,946,262,68
      Tiefenbach,324,75,136,43,57,7,6,109,101,33,6
      Wahlbach,65,12,16,12,16,9,0,13,34,6,0
      Wüschheim,108,28,32,15,17,13,3,32,42,6,0
"Lahnstein, gr. kr. St.",8825,3482,3206,1106,750,211,70,2706,1767,627,243
      Arzbach,720,186,259,142,117,12,4,226,230,72,6
"      Bad Ems, St.",4447,1913,1434,563,346,114,77,1206,911,339,78
      Becheln,310,92,119,61,32,3,3,106,89,23,0
      Dausenau,572,172,214,107,47,23,9,188,155,51,6
      Fachbach,590,198,209,79,80,24,0,182,163,38,9
      Frücht,261,64,77,50,58,9,3,70,101,20,6
      Kemmenau,211,60,85,33,27,6,0,75,54,19,3
      Miellen,167,46,48,37,29,7,0,44,64,13,0
      Nievern,439,143,156,59,56,19,6,133,126,37,0
"      Braubach, St.",1518,580,558,204,117,50,9,489,338,101,10
      Dachsenhausen,418,110,126,83,75,18,6,117,160,28,3
      Filsen,262,51,99,39,57,10,6,93,81,37,0
      Kamp-Bornhofen,685,233,233,96,70,41,12,228,188,32,4
      Osterspai,553,167,208,68,71,25,14,197,160,25,4
      Altendiez,1002,300,365,168,110,30,29,325,282,83,12
      Aull,192,60,70,35,18,6,3,66,46,20,0
      Balduinstein,270,94,87,41,32,13,3,66,83,21,6
      Birlenbach,696,213,239,127,81,27,9,189,219,60,15
      Charlottenberg,88,37,35,12,4,0,0,26,16,9,0
      Cramberg,203,48,47,52,35,21,0,50,84,18,3
"      Diez, St.",4880,1858,1627,719,465,153,58,1305,1141,471,105
      Dörnberg,202,49,75,31,34,9,4,72,62,16,3
      Eppenrod,277,49,81,76,50,6,15,72,129,24,3
      Geilnau,161,53,40,19,40,9,0,42,57,9,0
      Gückingen,421,88,147,86,73,17,10,123,167,34,9
      Hambach,205,49,76,21,46,10,3,70,73,13,0
      Heistenbach,450,105,151,105,62,12,15,139,153,47,6
      Hirschberg,158,37,55,36,21,6,3,52,57,9,3
      Holzappel,505,161,188,86,48,16,6,168,125,47,4
      Holzheim,366,97,124,76,54,9,6,109,132,16,12
      Horhausen,127,23,50,34,14,3,3,44,44,16,0
      Isselbach,160,33,52,43,29,0,3,54,57,13,3
      Langenscheid,227,54,96,29,34,6,8,82,59,32,0
      Laurenburg,116,31,46,19,14,6,0,46,33,3,3
      Scheidt,142,39,43,30,12,12,6,46,42,12,3
      Steinsberg,98,34,20,20,18,6,0,17,44,3,0
      Wasenbach,127,31,43,21,19,10,3,37,44,15,0
      Burgschwalbach,440,105,160,89,44,39,3,144,139,48,4
      Flacht,452,118,147,89,74,15,9,129,146,50,9
      Hahnstätten,1277,391,439,207,168,50,22,387,373,104,22
      Kaltenholzhausen,232,52,100,36,37,4,3,76,74,30,0
      Lohrheim,207,42,61,39,41,18,6,61,90,14,0
      Mudershausen,178,47,55,37,32,7,0,55,64,12,0
      Netzbach,154,22,53,30,28,15,6,35,76,15,6
      Niederneisen,603,139,209,110,112,27,6,203,212,42,7
      Oberneisen,322,81,119,63,40,16,3,106,109,26,0
      Schiesheim,105,36,25,23,11,6,4,20,38,11,0
      Allendorf,249,53,87,40,44,15,10,80,100,16,0
      Berghausen,115,26,24,16,33,9,7,15,59,15,0
      Berndroth,172,39,69,30,25,9,0,55,64,11,3
      Biebrich,159,40,68,24,15,6,6,62,48,9,0
      Bremberg,123,21,43,37,19,3,0,37,49,13,3
      Dörsdorf,155,38,41,38,29,9,0,44,63,10,0
      Ebertshausen,54,10,15,13,10,0,6,24,20,0,0
      Eisighofen,101,33,28,16,24,0,0,25,37,6,0
      Ergeshausen,68,16,24,15,7,6,0,18,25,6,3
      Gutenacker,160,53,43,28,27,9,0,44,54,9,0
      Herold,170,37,63,25,33,6,6,58,63,12,0
"      Katzenelnbogen, St.",864,271,276,123,116,50,28,241,269,74,9
      Klingelbach,303,90,115,45,32,18,3,89,89,27,8
      Kördorf,235,61,79,46,37,9,3,64,78,23,9
      Mittelfischbach,59,13,35,8,3,0,0,32,11,3,0
      Niedertiefenbach,93,19,35,21,9,9,0,37,30,4,3
      Oberfischbach,65,15,19,6,19,3,3,19,31,0,0
      Reckenroth,96,24,48,15,9,0,0,45,18,9,0
      Rettert,198,47,61,47,24,13,6,62,70,16,3
      Roth,80,18,24,19,6,13,0,27,32,3,0
      Schönborn,293,54,114,54,61,0,10,88,105,43,3
      Auel,77,12,39,13,9,4,0,40,19,3,3
      Bornich,446,117,166,72,76,12,3,156,148,25,0
      Dahlheim,357,76,125,70,53,21,12,102,137,31,11
      Dörscheid,186,41,81,41,16,4,3,78,55,12,0
"      Kaub, St.",483,194,175,62,30,9,13,153,90,34,12
      Kestert,301,105,112,38,22,24,0,84,75,28,9
      Lierschied,218,54,95,25,35,9,0,76,63,22,3
      Lykershausen,82,17,19,25,15,6,0,16,46,0,3
      Nochern,198,32,70,31,46,9,10,73,81,12,0
      Patersberg,206,64,67,40,23,6,6,52,63,21,6
      Prath,130,29,42,38,6,9,6,29,46,26,0
      Reichenberg,80,21,30,10,9,7,3,27,19,13,0
      Reitzenhain,130,38,31,18,25,15,3,18,58,10,6
"      Skt. Goarshn., Loreleyst., St.",600,206,224,64,82,12,12,194,148,43,9
      Sauerthal,75,11,28,13,14,6,3,18,33,6,7
      Weisel,469,125,178,72,58,21,15,155,154,35,0
      Weyer,222,81,62,35,28,10,6,53,67,21,0
      Attenhausen,179,35,79,30,29,6,0,82,56,6,0
      Dessighofen,81,24,35,7,9,3,3,29,22,6,0
      Dienethal,93,19,34,13,18,6,3,28,37,9,0
      Dornholzhausen,94,12,34,16,26,0,6,28,45,9,0
      Geisig,145,44,47,15,29,10,0,44,47,7,3
      Hömberg,147,38,54,30,25,0,0,47,46,16,0
      Lollschied,92,15,32,22,17,6,0,28,45,4,0
      Misselberg,43,12,10,12,6,0,3,7,21,3,0
"      Nassau, St.",1897,720,626,274,168,61,48,527,468,153,29
      Obernhof,163,56,57,23,12,6,9,50,40,14,3
      Oberwies,63,8,31,18,3,0,3,24,18,13,0
      Pohl,146,33,57,25,25,6,0,60,41,12,0
      Schweighausen,104,39,32,29,0,4,0,32,26,7,0
      Seelbach,201,70,76,35,10,7,3,64,43,18,6
      Singhofen,782,213,265,147,120,19,18,233,274,49,13
      Sulzbach,85,22,29,17,13,4,0,20,31,12,0
      Weinähr,185,49,87,28,18,0,3,81,43,6,6
      Winden,336,110,119,50,48,9,0,116,92,18,0
      Zimmerschied,42,16,11,11,4,0,0,11,15,0,0
      Berg,92,22,37,14,16,3,0,38,26,6,0
      Bettendorf,154,56,35,26,29,8,0,35,57,6,0
      Bogel,354,104,135,54,46,9,6,120,93,31,6
      Buch,249,76,92,40,26,11,4,85,65,23,0
      Diethardt,109,30,51,14,7,7,0,41,25,13,0
      Ehr,36,9,6,6,6,9,0,3,21,3,0
      Endlichhofen,54,13,12,15,14,0,0,16,22,3,0
      Eschbach,65,13,20,10,13,6,3,16,25,7,4
      Gemmerich,240,54,90,46,44,6,0,84,86,13,3
      Hainau,69,15,20,12,13,3,6,16,34,0,4
      Himmighofen,149,38,59,32,13,3,4,56,42,10,3
      Holzhausen an der Haide,516,165,188,72,63,25,3,149,145,46,11
      Hunzel,113,27,40,22,24,0,0,34,46,3,3
      Kasdorf,88,24,29,23,9,3,0,26,35,3,0
      Kehlbach,70,15,21,20,10,4,0,21,25,6,3
      Lautert,100,22,36,14,13,9,6,28,36,14,0
      Lipporn,119,26,38,27,25,3,0,38,40,12,3
      Marienfels,142,37,52,15,26,6,6,30,47,21,7
      Miehlen,889,249,324,159,114,30,13,283,263,81,13
"      Nastätten, St.",1804,546,628,283,215,84,48,545,515,171,27
      Niederbachheim,117,27,47,18,16,6,3,50,34,6,0
      Niederwallmenach,163,32,57,22,32,11,9,51,67,10,3
      Oberbachheim,83,8,38,18,10,6,3,29,34,12,0
      Obertiefenbach,160,46,53,21,21,16,3,44,55,12,3
      Oberwallmenach,87,28,29,11,13,3,3,29,24,6,0
      Oelsberg,232,65,79,49,21,12,6,55,88,24,0
      Rettershain,139,39,45,29,22,4,0,42,39,19,0
      Ruppertshofen,151,45,59,34,10,0,3,48,43,12,3
      Strüth,135,26,54,23,22,7,3,48,40,15,6
      Weidenbach,49,10,16,16,4,0,3,13,17,9,0
      Welterod,181,52,52,50,24,3,0,51,71,7,0
      Winterwerb,71,6,30,23,9,3,0,30,35,0,0
Altrip,3383,896,1276,628,423,119,41,1119,1043,261,64
Bobenheim-Roxheim,4394,1271,1558,797,544,143,81,1337,1325,394,67
Böhl-Iggelheim,4422,1219,1675,774,549,145,60,1521,1295,300,87
Lambsheim,2692,664,963,510,375,109,71,845,923,214,46
Limburgerhof,5156,1845,1877,723,523,147,41,1581,1269,351,110
Mutterstadt,5519,1612,2140,902,610,162,93,1854,1503,459,91
Neuhofen,3184,992,1125,554,372,101,40,980,888,268,56
Römerberg,3850,962,1301,754,585,168,80,1125,1412,281,70
"Schifferstadt, St.",7903,2390,2649,1382,996,291,195,2305,2457,583,168
      Dannstadt-Schauernheim,2878,735,1031,527,401,138,46,896,952,252,43
      Hochdorf-Assenheim,1258,328,446,246,159,43,36,400,426,76,28
      Rödersheim-Gronau,1222,286,466,240,176,42,12,405,400,103,28
      Dudenhofen,2421,612,877,447,346,80,59,757,823,181,48
      Hanhofen,889,171,295,177,145,67,34,266,381,56,15
      Harthausen,1225,281,434,206,202,63,39,354,468,99,23
      Beindersheim,1262,284,478,238,185,39,38,417,431,114,16
      Großniedesheim,528,117,178,120,79,22,12,163,184,48,16
      Heßheim,1257,268,502,237,188,37,25,468,434,77,10
      Heuchelheim bei Frankenthal,516,118,177,117,68,24,12,168,188,39,3
      Kleinniedesheim,358,83,104,72,62,31,6,111,155,9,0
      Birkenheide,1350,357,497,265,169,46,16,429,450,90,24
      Fußgönheim,1106,300,403,187,145,52,19,344,353,88,21
      Maxdorf,2896,751,972,565,445,105,58,881,1023,210,31
      Otterstadt,1363,307,496,277,187,59,37,438,502,94,22
      Waldsee,2396,675,836,468,316,71,30,717,777,167,60
      Albersweiler,838,230,301,160,103,29,15,259,252,69,28
"      Annweiler am Trifels, St.",3168,1028,1048,552,382,107,51,871,931,283,55
      Dernbach,191,53,57,48,17,10,6,54,59,25,0
      Eußerthal,397,102,138,103,39,6,9,118,129,39,9
      Gossersweiler-Stein,575,151,169,106,110,30,9,163,214,44,3
      Münchweiler am Klingbach,97,29,30,12,19,7,0,27,32,9,0
      Ramberg,415,106,149,68,68,18,6,125,141,31,12
      Rinnthal,258,63,86,44,53,12,0,71,98,20,6
      Silz,296,58,118,46,51,19,4,96,105,31,6
      Völkersweiler,242,37,102,61,32,6,4,87,90,22,6
      Waldhambach,161,39,69,27,13,6,7,47,53,19,3
      Waldrohrbach,174,65,62,22,18,4,3,49,38,15,7
      Wernersberg,440,116,123,90,88,14,9,110,186,25,3
"      Bad Bergzabern, St.",3818,1643,1330,443,264,82,56,1115,691,305,64
      Barbelroth,237,46,86,41,35,29,0,76,93,18,4
      Birkenhördt,276,76,97,41,44,12,6,85,88,21,6
      Böllenborn,106,31,38,18,9,7,3,44,28,3,0
      Dierbach,220,54,56,44,57,6,3,53,104,9,0
      Dörrenbach,416,107,163,92,39,15,0,133,118,55,3
      Gleiszellen-Gleishorbach,334,96,128,34,63,10,3,109,98,31,0
      Hergersweiler,86,26,32,12,9,7,0,32,22,6,0
      Kapellen-Drusweiler,370,80,109,72,85,18,6,96,153,35,6
      Kapsweyer,386,71,133,82,70,21,9,115,176,21,3
      Klingenmünster,868,236,298,128,138,40,28,257,295,65,15
      Niederhorbach,189,38,72,21,42,6,10,75,67,9,0
      Niederotterbach,136,27,40,27,30,9,3,28,65,16,0
      Oberhausen,190,45,53,32,41,19,0,56,89,0,0
      Oberotterbach,519,163,181,96,48,18,13,155,151,38,12
      Oberschlettenbach,58,12,17,26,3,0,0,20,23,3,0
      Pleisweiler-Oberhofen,361,86,135,64,51,16,9,122,113,31,9
      Schweigen-Rechtenbach,617,173,220,83,93,33,15,209,173,59,3
      Schweighofen,237,57,79,44,27,23,7,70,95,12,3
      Steinfeld,808,215,269,150,128,31,15,234,285,65,9
      Vorderweidenthal,272,61,99,62,32,12,6,80,105,23,3
      Altdorf,304,68,116,61,46,7,6,105,105,20,6
      Böbingen,278,75,72,45,52,25,9,66,125,9,3
      Burrweiler,372,111,150,47,36,19,9,109,102,37,13
"      Edenkoben, St.",2876,918,930,500,352,119,57,770,891,234,63
      Edesheim,981,266,348,174,128,59,6,285,314,94,22
      Flemlingen,175,57,57,35,20,6,0,54,57,7,0
      Freimersheim Pfalz,361,52,126,75,81,18,9,133,158,15,3
      Gleisweiler,261,71,90,55,39,6,0,82,79,29,0
      Gommersheim,583,117,210,115,95,30,16,196,216,47,7
      Großfischlingen,228,35,72,58,44,16,3,60,121,3,9
      Hainfeld,339,88,113,51,72,6,9,93,123,32,3
      Kleinfischlingen,118,19,48,18,27,6,0,38,51,3,7
      Rhodt unter Rietburg,495,142,184,74,64,19,12,179,150,21,3
      Roschbach,341,80,95,68,77,12,9,88,148,22,3
      Venningen,374,85,137,65,65,13,9,124,134,25,6
